,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn
10,11,nyeBygg,P3,,,Victoria Bachkes Vei 23,0,0,Andre,TEK10/TEK17,1380,0,0,10.449376,63.450155,False,False,False,False,False,False,0,0,False,"[12.84300947 12.92055498 13.54236421 ... 12.36136725 11.87818481
 12.03588804]","[13.5939326  13.40792171 13.36729479 ... 14.92350451 14.51554449
 14.1509202 ]","[10.8847765  11.06177916 11.79519727 ...  9.97331782  9.7237244
  9.86809931]",[1.95823297 1.85877582 1.74716694 ... 2.38804943 2.15446042 2.16778873],"[13.5939326  13.40792171 13.36729479 ... 14.92350451 14.51554449
 14.1509202 ]",0,0,0,0,0,0,0,"[26.43694207 26.32847669 26.909659   ... 27.28487176 26.3937293
 26.18680824]",285900.0,25.0,37.0,96245.437753128,0,0,189679.727706516,0,0,0,5.479117914,0,0,19.182583464,0,0,0,7.646755812,0,0,29.542714044,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
11,12,nyeBygg,P3,,,Østmarkveien 28D,0,0,Andre,TEK10/TEK17,6140,0,0,10.447554,63.452576,False,False,False,False,False,False,0,0,False,"[57.1420856  57.48710694 60.25370744 ... 54.99912675 52.84931504
 53.55098012]","[60.48314941 59.65553574 59.47477537 ... 66.39878092 64.58365447
 62.9613406 ]","[48.42936789 49.21690148 52.48008062 ... 44.37403727 43.26352739
 43.90589112]","[ 8.71271772  8.27020546  7.77362682 ... 10.62508948  9.58578765
  9.645089  ]","[60.48314941 59.65553574 59.47477537 ... 66.39878092 64.58365447
 62.9613406 ]",0,0,0,0,0,0,0,"[117.62523502 117.14264268 119.72848281 ... 121.39790767 117.43296951
 116.51232072]",1272200.0,110.0,165.0,428222.454930584,0,0,843937.3392159479,0,0,0,24.378104342,0,0,85.348595992,0,0,0,34.022522236,0,0,131.443669732,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
12,14,nyeBygg,P3,,,Østmarkveien 22H,0,0,Andre,TEK10/TEK17,160,0,0,10.448633,63.451336,False,False,False,False,False,False,0,0,False,[1.48904458 1.49803536 1.57012918 ... 1.433202   1.37718085 1.39546528],[1.57610813 1.55454165 1.54983128 ... 1.73026139 1.68296168 1.6406864 ],[1.26200307 1.28252512 1.3675591  ... 1.1563267  1.12738834 1.14412746],[0.2270415  0.21551024 0.20257008 ... 0.2768753  0.24979251 0.25133782],[1.57610813 1.55454165 1.54983128 ... 1.73026139 1.68296168 1.6406864 ],0,0,0,0,0,0,0,[3.0651527  3.05257701 3.11996046 ... 3.16346339 3.06014253 3.03615168],33200.0,3.0,4.0,11158.891333696001,0,0,21991.852487712,0,0,0,0.635260048,0,0,2.224067648,0,0,0,0.886580384,0,0,3.4252422080000002,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
13,15,nyeBygg,P3,,,Østmarkveien 22F,0,0,Andre,TEK10/TEK17,178,0,0,10.448502,63.45142,False,False,False,False,False,False,0,0,False,[1.65656209 1.66656434 1.74676872 ... 1.59443723 1.53211369 1.55245512],[1.75342029 1.72942758 1.7241873  ... 1.9249158  1.87229487 1.82526362],[1.40397842 1.4268092  1.5214095  ... 1.28641346 1.25421952 1.27284179],[0.25258367 0.23975514 0.22535921 ... 0.30802377 0.27789417 0.27961333],[1.75342029 1.72942758 1.7241873  ... 1.9249158  1.87229487 1.82526362],0,0,0,0,0,0,0,[3.40998238 3.39599192 3.47095602 ... 3.51935302 3.40440856 3.37771874],36900.0,3.0,5.0,12414.266608736802,0,0,24465.9358925796,0,0,0,0.7067268034,0,0,2.4742752584,0,0,0,0.9863206771999999,0,0,3.8105819564,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
14,16,nyeBygg,P3,,,Østmarkveien 22C,0,0,Andre,TEK10/TEK17,266,0,0,10.448505,63.451574,False,False,False,False,False,False,0,0,False,[2.47553661 2.49048379 2.61033977 ... 2.38269833 2.28956316 2.31996103],[2.62027976 2.58442549 2.5765945  ... 2.87655956 2.79792379 2.72764114],[2.09808011 2.13219801 2.27356701 ... 1.92239315 1.87428311 1.9021119 ],[0.3774565  0.35828577 0.33677276 ... 0.46030518 0.41528005 0.41784913],[2.62027976 2.58442549 2.5765945  ... 2.87655956 2.79792379 2.72764114],0,0,0,0,0,0,0,[5.09581637 5.07490928 5.18693427 ... 5.25925789 5.08748695 5.04760217],55100.0,5.0,7.0,18551.6568422696,0,0,36561.454760821194,0,0,0,1.0561198298,0,0,3.6975124648,0,0,0,1.4739398884,0,0,5.6944651708,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
15,17,nyeBygg,P3,,,Østmarkveien 22A,0,0,Andre,TEK10/TEK17,330,0,0,10.448914,63.451471,False,False,False,False,False,False,0,0,False,[3.07115444 3.08969793 3.23839144 ... 2.95597913 2.8404355  2.87814714],[3.25072301 3.20624215 3.19652702 ... 3.56866412 3.47110846 3.3839157 ],[2.60288134 2.64520806 2.82059065 ... 2.38492383 2.32523844 2.35976288],[0.4682731  0.44448987 0.41780079 ... 0.5710553  0.51519706 0.51838426],[3.25072301 3.20624215 3.19652702 ... 3.56866412 3.47110846 3.3839157 ],0,0,0,0,0,0,0,[6.32187745 6.29594008 6.43491846 ... 6.52464325 6.31154396 6.26206284],68400.0,6.0,9.0,23015.213375747997,0,0,45358.195755905996,0,0,0,1.3102238490000002,0,0,4.5871395239999995,0,0,0,1.8285720419999998,0,0,7.064562054,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
16,18,nyeBygg,P3,,,Østmarkveien 40,0,0,Andre,TEK10/TEK17,780,0,0,10.447684,63.4532,False,False,False,False,False,False,0,0,False,[7.25909231 7.30292238 7.65437977 ... 6.98685975 6.71375663 6.80289324],[7.68352712 7.57839053 7.55542749 ... 8.43502429 8.20443819 7.9983462 ],[6.15226498 6.25230996 6.66685063 ... 5.63709268 5.49601814 5.57762135],[1.10682733 1.05061242 0.98752914 ... 1.34976707 1.2177385  1.22527189],[7.68352712 7.57839053 7.55542749 ... 8.43502429 8.20443819 7.9983462 ],0,0,0,0,0,0,0,"[14.94261943 14.88131291 15.20980726 ... 15.42188404 14.91819482
 14.80123944]",161600.0,14.0,21.0,54399.595251768,0,0,107210.280877596,0,0,0,3.096892734,0,0,10.842329784,0,0,0,4.322079372,0,0,16.698055764,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
17,19,nyeBygg,P3,,,Østmarkveien 40,0,0,Andre,TEK10/TEK17,781,0,0,10.447829,63.453439,False,False,False,False,False,False,0,0,False,[7.26839884 7.3122851  7.66419308 ... 6.99581726 6.72236401 6.8116149 ],[7.6933778  7.58810642 7.56511394 ... 8.44583842 8.2149567  8.00860049],[6.1601525  6.26032574 6.67539788 ... 5.64431972 5.50306432 5.58477214],[1.10824634 1.05195936 0.9887952  ... 1.35149754 1.2192997  1.22684275],[7.6933778  7.58810642 7.56511394 ... 8.44583842 8.2149567  8.00860049],0,0,0,0,0,0,0,"[14.96177664 14.90039152 15.22930701 ... 15.44165568 14.93732071
 14.82021539]",161800.0,14.0,21.0,54469.3383226036,0,0,107347.7299556442,0,0,0,3.1008631093,0,0,10.8562302068,0,0,0,4.3276204994,0,0,16.7194635278,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
18,20,nyeBygg,P3,,,Østmarkveien 38,0,0,Andre,TEK10/TEK17,544,0,0,10.44852,63.453116,False,False,False,False,False,False,0,0,False,[5.06275156 5.09332022 5.33843923 ... 4.8728868  4.68241488 4.74458195],[5.35876764 5.2854416  5.26942635 ... 5.88288873 5.72206971 5.57833376],[4.29081044 4.36058541 4.64970095 ... 3.93151079 3.83312034 3.89003335],[0.77194111 0.73273482 0.68873827 ... 0.94137601 0.84929454 0.8545486 ],[5.35876764 5.2854416  5.26942635 ... 5.88288873 5.72206971 5.57833376],0,0,0,0,0,0,0,"[10.42151919 10.37876183 10.60786558 ... 10.75577553 10.4044846
 10.32291571]",112700.0,10.0,15.0,37940.2305345664,0,0,74772.29845822079,0,0,0,2.1598841632,0,0,7.5618300032,0,0,0,3.0143733056,0,0,11.6458235072,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
19,21,nyeBygg,P3,,,Østmarkveien 38,0,0,Andre,TEK10/TEK17,546,0,0,10.448812,63.453317,False,False,False,False,False,False,0,0,False,[5.08136462 5.11204567 5.35806584 ... 4.89080182 4.69962964 4.76202527],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],[4.30658548 4.37661697 4.66679544 ... 3.94596488 3.8472127  3.90433494],[0.77477913 0.73542869 0.6912704  ... 0.94483695 0.85241695 0.85769032],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],0,0,0,0,0,0,0,"[10.4598336  10.41691904 10.64686508 ... 10.79531883 10.44273638
 10.36086761]",113100.0,10.0,15.0,38079.7166762376,0,0,75047.1966143172,0,0,0,2.1678249138,0,0,7.5896308488,0,0,0,3.0254555604,0,0,11.6886390348,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
20,22,nyeBygg,P3,,,Østmarkveien 38,0,0,Andre,TEK10/TEK17,546,0,0,10.448821,63.453542,False,False,False,False,False,False,0,0,False,[5.08136462 5.11204567 5.35806584 ... 4.89080182 4.69962964 4.76202527],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],[4.30658548 4.37661697 4.66679544 ... 3.94596488 3.8472127  3.90433494],[0.77477913 0.73542869 0.6912704  ... 0.94483695 0.85241695 0.85769032],[5.37846899 5.30487337 5.28879924 ... 5.904517   5.74310673 5.59884234],0,0,0,0,0,0,0,"[10.4598336  10.41691904 10.64686508 ... 10.79531883 10.44273638
 10.36086761]",113100.0,10.0,15.0,38079.7166762376,0,0,75047.1966143172,0,0,0,2.1678249138,0,0,7.5896308488,0,0,0,3.0254555604,0,0,11.6886390348,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
21,24,mindreBygg,P3,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,TEK10/TEK17,352,0,2,10.445739,63.451703,False,False,False,False,False,False,0,0,False,[4.53216023 4.59818466 4.86639627 ... 4.89295456 4.63846708 4.59454308],[3.12165304 3.06980326 3.07825461 ... 3.53586527 3.37392718 3.2070273 ],[3.63714461 3.75695478 4.02822981 ... 3.77941189 3.67629553 3.63406877],[0.89501562 0.84122988 0.83816645 ... 1.11354267 0.96217155 0.96047431],[3.12165304 3.06980326 3.07825461 ... 3.53586527 3.37392718 3.2070273 ],0,0,0,0,0,0,0,[7.65381327 7.66798792 7.94465088 ... 8.42881984 8.01239426 7.80157037],72000.0,7.0,9.0,36087.8056842688,0,0,35894.877727491206,0,0,0,2.7168125248,0,0,4.578672384,0,0,0,4.0852507872,0,0,5.040889216,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
22,27,nidarosDPS,P3,,,Østmarkveien 49,4811105,Sykehus,Sykehus,TEK10/TEK17,6750,0,5,10.452927,63.454629,False,False,False,False,False,False,0,0,True,"[52.81906805 63.19836675 56.23982495 ... 50.46320937 38.09981703
 48.8711915 ]","[66.49206165 65.58222577 65.38350712 ... 72.99540248 70.99994587
 69.2164575 ]","[53.2407546  54.1065285  57.6938997  ... 48.78253282 47.56169543
 48.26787705]","[ 9.57831345  9.09183825  8.54592525 ... 11.68067655 10.5381216
 10.60331445]","[66.49206165 65.58222577 65.38350712 ... 72.99540248 70.99994587
 69.2164575 ]",0,0,0,0,0,0,0,"[119.3111297  128.78059253 121.62333207 ... 123.45861185 109.0997629
 118.087649  ]",1253400.0,111.0,172.0,325605.72814029997,0,0,927781.27682535,0,0,0,16.800033275,0,0,93.8278539,0,0,0,27.40260995,0,0,144.50240565000001,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
23,31,høyBlokk,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,False,False,False,False,False,False,0,0,False,"[43.64284873 42.69889797 41.93946732 ... 53.43182391 47.99591017
 46.53867416]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[38.12900166 39.1335902  39.42076088 ... 43.4148221  39.573804
 40.26232555]","[ 5.51384706  3.56530776  2.51870643 ... 10.0170018   8.42210617
  6.2763486 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]",0,0,0,0,0,0,0,"[59.15530093 54.77457205 52.79442761 ... 80.08093953 71.75287359
 65.3940032 ]",470100.0,32.0,25.0,321014.36103088496,0,0,149133.3339414575,0,0,0,15.0883609575,0,0,17.1463303325,0,0,0,10.8672989825,0,0,13.953694667499999,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
24,35,sjømennenesAldershjem,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,TEK10/TEK17,2232,0,5,10.442713,63.450953,False,False,False,False,False,False,0,0,False,"[28.73801601 29.15667091 30.85737634 ... 31.02578007 29.41209809
 29.13357997]","[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]","[23.06280335 23.82250874 25.54263905 ... 23.96490722 23.31105576
 23.04329969]",[5.67521266 5.33416216 5.31473729 ... 7.06087285 6.10104232 6.09028029],"[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]",0,0,0,0,0,0,0,"[48.53213415 48.62201433 50.37630897 ... 53.44638033 50.80586362
 49.46904851]",456400.0,46.0,58.0,228829.4951343408,0,0,227606.15649931922,0,0,0,17.227061236799997,0,0,29.032945344,0,0,0,25.904203855200002,0,0,31.963820255999998,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
25,36,mindreBygg,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,TEK10/TEK17,410,0,2,10.444561,63.451796,False,False,False,False,False,False,0,0,False,[3.38275756 3.53208678 3.55023469 ... 3.01604036 2.72807428 3.04566335],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],[2.74641788 2.92721509 2.93952079 ... 2.46830061 2.22791733 2.43790252],[0.63633968 0.60487169 0.6107139  ... 0.54773975 0.50015695 0.60776083],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],0,0,0,0,0,0,0,[5.42829861 5.6098298  5.62345996 ... 4.77340278 4.53696361 4.89933309],61100.0,3.0,10.0,30268.00217714,0,0,30804.379853859,0,0,0,1.167188369,0,0,1.725061429,0,0,0,2.567493759,0,0,6.93907616,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
26,38,nidarosDPS,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,TEK10/TEK17,1615,0,4,10.454588,63.45375,False,False,False,False,False,False,0,0,True,"[-47.96995631 -47.87920559 -47.15150855 ... -41.53361731 -45.09908082
 -45.91452233]","[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]","[12.73834351 12.94548793 13.80379971 ... 11.67167267 11.37957602
 11.54853651]",[2.29170018 2.17530648 2.04469175 ... 2.79471002 2.52134317 2.53694116],"[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]",0,0,0,0,0,0,0,"[-32.06111489 -32.18805083 -31.50789907 ... -24.06879139 -28.11168636
 -29.35384398]",23800.0,29.0,21.0,198158.94060050597,0,0,221980.261047843,0,0,0,6.4121561095,0,0,22.449182821999997,0,0,0,14.051079249,0,0,34.573538537,0,0,0,Referansesituasjon,Oppgradert bygningsmasse
